Country or Area,Year,Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Gross capital formation,Gross Domestic Product (GDP),Gross fixed capital formation (including Acquisitions less disposals of valuables),Household consumption expenditure (including Non-profit institutions serving households),Imports of goods and services
Senegal,2014,4305775923,17597143755,2913180501,5116875987,19770923075,4684680321,14683963254,7248850342
Senegal,2015,4027768674,15438606661,2539740134,4588336168,17761318197,4124537194,12898866527,6293393306
Senegal,2016,4105254723,16303225542,2671599728,4828941757,19040312331,4593461369,13631625814,6197109691
Senegal,2017,4608300863,17622803846,2861158509,6265064520,20939966699,5416301459,14761645337,7556202529
Senegal,2018,5379456390,19285747236,3372062188,7815874842,23808775445,6222021849,15913685048,8672483058
Serbia,1990,4713075546,37725759933,7296050427,6632553924,40374094093,4742553333,30429683579,8697295309
Serbia,1991,4419830817,34514720926,6720581205,6108321925,36871601018,4367540486,27794151794,8171272649
Serbia,1992,2956957189,25056504900,4827415154,4300817336,26839488763,3147173687,20229089746,5474790798
Serbia,1993,2319137630,18017861143,3474043323,3221667272,19299999395,2251995016,14543817820,4258666650
Serbia,1994,2614477762,19032465783,3780699032,3434498578,20223638223,2455456317,15251766752,4857803900
Serbia,1995,1769209130,20207945039,3767349212,3141807961,21821940457,2480682814,16440595827,3297021673
Serbia,1996,3417159612,21248554212,4106514032,4255706974,22760635445,2616505945,17142040180,6160785352
Serbia,1997,3357576962,20658727332,4453991415,3827067621,21436973541,2907059395,16204735917,6406398375
Serbia,1998,4050650964,18440734165,3601482255,2467454672,19144579346,2668351670,14839251911,5814260456
Serbia,1999,1329826489,11001659404,2035512144,1087194926,11334781573,1513252362,8966147260,2083899246
Serbia,2000,924711494.8,8813884371,1707467060,989886415.3,9384847796,1319634257,7106417310,1343634711
Serbia,2001,2753174763,11788945187,2390393830,2355154389,12267181320,1581142027,9398551357,4630100939
Serbia,2002,3327357432,15618103290,3462889063,3412701365,16116897269,2608921775,12155214227,6241303018
Serbia,2003,4653556000,20234251115,4658505169,4681149787,21188694882,3875320882,15575745946,8380262888
Serbia,2004,6021301305,24004244503,5174028029,7424179619,24861514112,5112141881,18830216473,12588187334
Serbia,2005,7125016723,24999140982,5121548425,6502836682,26251986564,5275219760,19877592557,12374979343
Serbia,2006,9263883156,29167690516,5910286295,7663813258,30608012562,6817416523,23257404222,15487487555
Serbia,2007,11427642730,38350316769,8129432742,11729335399,40289614698,10179608501,30220884027,21217882070
Serbia,2008,14342875789,46639433584,9581346464,14945817278,49259483360,12286669085,37058087120,26668648676
Serbia,2009,11441123636,41117631391,8025631616,8274356842,42616668097,8377566935,33091999775,18216322436
Serbia,2010,12995289613,38086929449,7293384531,7288045464,39460338235,7333961442,30793544918,18909946875
Serbia,2011,15787622011,44280201109,8449574137,9341159690,46466685030,8545546777,35830626972,22942206416
Serbia,2012,15045474025,38973219147,7564397380,8560176781,40742361603,8624197342,31408821768,21836511760
Serbia,2013,18754245742,42360138729,8085677531,8034150297,45519637712,7848416225,34274461198,23628900578
Serbia,2014,19176789629,41272099705,7837278248,7734252760,44210806723,7375189926,33434821457,23972429257
Serbia,2015,17344088638,33778977319,6027583960,7005477596,37160324271,6575292588,27751393359,20968219615
Serbia,2016,19752660570,35308242386,6487706224,7276209956,40630410275,6886497178,28820537061,21706702637
Serbia,2017,22298821860,38384510414,7134416338,8644039909,44120444864,7829518411,31250094076,25206926392
Serbia,2018,25691038414,43435785798,8378344613,11471091986,50597301774,10147298617,35057442183,30000614424
Seychelles,1970,17131871.87,14983913.27,7883834.494,8753862.194,22271753.07,8539181.409,7100078.601,19302037.28
Seychelles,1971,20421763.18,17831106.49,9398292.677,10425668.49,26541852.12,10170769.03,8432813.813,22961545.81
Seychelles,1972,28614239.62,24708398.32,13180740.97,14615145.8,37029047.62,14283823.15,11527657.35,31928409.43
Seychelles,1973,34127433.77,30282529.58,15688583.96,17460623.45,44582432.63,16998475.7,14593945.62,38903512.01
Seychelles,1974,40133088.23,34863925.51,18472571.58,20434298.59,52120185.93,19939300.41,16391353.93,44846741.03
Seychelles,1975,45212872.51,37755735.72,20883470.83,23126105.9,57761395.78,22722957.46,16872264.89,49310372.01
Seychelles,1976,44283906.79,42585160.84,20229227.4,22776434.06,59544671.91,21905794.27,22355933.58,53811705.77
Seychelles,1977,61068088.79,49716142.64,28211844.63,30652141.05,77935717.88,30115120.23,21504298.14,64213972.75
Seychelles,1978,84895564.03,62857235.57,39597020.2,43980249.56,103407803.2,44039558.58,23260215.23,86181860.46
Seychelles,1979,111157704.9,110846176.9,61472337.34,49784988.6,153846080.3,48960565.81,49373839.55,120374730.2
Seychelles,1980,88543926.83,145017357,77784062.78,67046001.78,178051931.6,65065797.61,67233294.23,127863177.1
Seychelles,1981,89719593.52,158104680,89959534.61,57145478.7,184605382.5,60540156.54,68145145.36,121730870.9
Seychelles,1982,74203338,171516726.1,94987648.73,55290661.77,177966306,58160369.74,76529077.35,126499726.4
Seychelles,1983,73773131.57,171083418.2,88703442.15,37232945.6,176648442.3,39261160.7,82379976,113427082.4
Seychelles,1984,89849746.42,162087288.7,85487317.8,38977181.04,182831994.9,38839602.72,76599970.87,114550295.9
Seychelles,1985,98425761.34,189061556.1,107735610.3,45522206.61,204083978.3,46321135.35,81325945.8,130048699.9
Seychelles,1986,97144680.18,242226291.4,148346616.9,60653488.12,252349249.9,60622505.86,93879674.48,140846093.1
Seychelles,1987,116881405,262417713.8,133702315.9,58503574.01,301190240.6,56121198.99,128715398.1,150778522.9
Seychelles,1988,165481481.4,282106500.6,142156156.2,86089032.55,342925749.8,80193317.87,139950344.4,207654233.7
Seychelles,1989,211859287.2,305223843.6,154831877.8,99380712.34,368308563.8,89460735.42,150391965.8,265728347.3
Seychelles,1990,278297142.9,346577977.1,187840519,107561467,445361462.6,102312462.5,158737458.1,297269889.8
Seychelles,1991,264536093.9,358969468.1,194404697,99199189.56,452338445.1,96437112.73,164564771.1,280824024.3
Seychelles,1992,293512970.3,429382427.4,242531640.4,109223819.9,523968540.8,109787344.7,186850786.8,312479730.4
Seychelles,1993,310963907.7,456900542.3,253995319.8,159788396.4,567010679.9,151867450.3,202905222.5,369285672.4
Seychelles,1994,308477336.2,470318027.2,263040617.9,129506401.6,583232049.9,127620846.8,207277409.3,325750725.5
Seychelles,1995,409527903.2,473245456.1,258740341.8,181411685.3,613998942,184544768.3,214505114.6,463045402.8
Seychelles,1996,456816285.8,448120136.2,272698727,233479039.1,603447654.6,242195944.4,175421409.2,521595732.4
Seychelles,1997,450748322.8,537439894.5,306277081,213307938.3,680194245.2,190824595,231162813.4,526079396.6
Seychelles,1998,447453606.1,601772775.8,349939982.7,249894805.3,735080621.2,249894805.3,251832793.1,564040566
Seychelles,1999,510275955.6,644300790.1,327209840.4,231282483.6,751589035.4,231282483.6,317090949.5,634270193.9
Seychelles,2000,585098859,565428875.2,315228629.8,205866505.5,746848933.7,205866505.5,250200245.4,609545305.9
Seychelles,2001,612372402.5,746407275.2,310603311.9,160109162.1,746284513.3,160109162.1,435803963.4,772604326.4
Seychelles,2002,660704262,662762058,395427843.4,231429772,837920678.7,231429772,267334214.4,716975413.1
Seychelles,2003,739784613.5,728882712.2,375056853.8,92275454.12,846384798.4,92275454.12,353825858.7,714557981.7
Seychelles,2004,630181818.2,715090909.1,330226151.6,158509090.9,839327272.7,147272727.3,475269259.5,665272727.3
Seychelles,2005,719636363.6,790181818.2,318000000,328545454.5,919102909.1,328545454.5,472181818.2,919090909.1
Seychelles,2006,857475432.7,907115886.6,400384683.3,273566005.3,1016406955,273566005.3,506731203.3,1021796205
Seychelles,2007,867474757.9,833748748,395758310.3,281149568.9,1033664298,281149568.9,437990437.7,948655949.7
Seychelles,2008,920458503.5,893283565.5,264030428.9,237807142.4,967187765.6,237807142.4,629253136.6,1084354044
Seychelles,2009,849820029.7,773625721.3,243057639.5,215577725,847421782.6,215577725,530568081.9,991554669
Seychelles,2010,840752784.6,836195185.3,263760705.1,343228664.9,969964538.4,343228664.9,572434480.2,1050153759
Seychelles,2011,947416991.4,874240538.3,282367417,369032245,1018480454,369032245,591873121.3,1172277086
Seychelles,2012,932280421.7,877551999.9,295168621.3,424108782.9,1059496471,424108782.9,582383378.6,1174471931
Seychelles,2013,1047550860,961628214.5,238525800.3,449463353.3,1328089688,449463353.3,723102414.2,1221837211
Seychelles,2014,1131502744,1017183244,265302380,528648969.1,1342994532,528648969.1,751880864,1332851359
Seychelles,2015,1092027216,1022233597,279986292.8,507700897.1,1377492436,507700897.1,742247304,1186253574
Seychelles,2016,1149772725,1106316084,309482760.8,517763319.5,1427576366,517763319.5,796833323.2,1326151202
Seychelles,2017,1351262448,1191942548,316262650.5,556898654,1503197143,556898654,875679897.1,1535385025
Seychelles,2018,1384044176,1372104085,468459876.8,517521358.8,1590224265,517521358.8,903644207.8,1623342003
Sierra Leone,1970,144776895.9,391208920.2,41104264.45,70031556.43,455419228.7,62769747.52,350104655.7,149481082.6
Sierra Leone,1971,146503499.4,425754301.9,44019830.31,65341936.31,484905949.2,61902887.54,381734470.4,152005978.6
Sierra Leone,1972,157008288.8,471738539,52811878.46,62803314.76,534541855,62089640.82,418926660.5,155580940.9
Sierra Leone,1973,175017737.1,528553566.7,63706456.73,85408655.39,609761797,70707166.41,464847111.2,178518092.5
Sierra Leone,1974,192400580.8,637326921.8,75490505.89,110897556.5,702128507,88851656.47,561836417.1,238496552.1
Sierra Leone,1975,187755051.1,713722063.9,77757141.97,104308361.8,750388033.6,96722299.17,635964921.9,255397443.2
Sierra Leone,1976,153550825.1,662476805.7,66761228.41,88843788.9,697398063.9,81140569.58,595715577.3,207473355.8
Sierra Leone,1977,176957745.3,746711839.3,73773933.69,96703669.81,794565201.3,90223526.23,672937905.6,226306525.6
Sierra Leone,1978,235794196.2,967192859.7,94426842.64,127721856.2,1025595589,124446936.4,872766017.1,305659143.3
Sierra Leone,1979,268724152.3,1146808708,104353644.4,175725049.8,1181413025,162207738.4,1042455063,410926269.8
Sierra Leone,1980,305401584.1,1310341555,101800528,236264326.9,1332661457,222110243,1208541027,520434784.2
Sierra Leone,1981,271179200.8,1388437507,112416104.6,227790528.2,1428374808,217436414,1276021403,458539375.4
Sierra Leone,1982,212699362.4,1553951092,140723005.7,222849874.4,1606087812,203010237.3,1413228086,382489743.5
Sierra Leone,1983,150957934.9,1286779989,107913704.4,186423955.8,1396209336,171873793.4,1178866284,227952544.5
Sierra Leone,1984,171452540.9,1543300562,121587857.9,187618716.7,1711110020,172135618.7,1421712704,191717184
Sierra Leone,1985,147862020.1,1243364772,94573355.88,147637646.8,1376081593,129463407.6,1148791416,162895032.9
Sierra Leone,1986,119717916.5,859902079.9,60658024.75,102919763.3,965343341.9,91768346.52,799244055.3,117160903.7
Sierra Leone,1987,117631699.6,741363420.6,43631338.27,73127398.83,818922783,69316581.69,697732082.3,113199736.1
Sierra Leone,1988,191254347.2,1197198428,82611472.5,144271269.4,1283588936,137978736,1114586956,249152685.6
Sierra Leone,1989,217208562.2,1118471697,84110630.93,167667085.3,1211391825,160491453.8,1034361066,291955519.6
Sierra Leone,1990,197378144.1,806922293.3,68584102.77,88210200.58,879295758,83991840.26,738338190.6,208996516.2
Sierra Leone,1991,240092720.3,966411058.6,101348553.7,98479722.31,1055725161,90024462.42,865062504.8,249258328.1
Sierra Leone,1992,206704822.4,862368453.1,94796105.31,76389094.57,920350553.8,76389094.57,767572347.8,215105915.8
Sierra Leone,1993,223622056.2,1007370833,116555303,80131770.79,1040672380,80131770.79,890815529.8,227199866.9
Sierra Leone,1994,364230330.1,1192229465,136995311.1,104906319.3,1234192002,104906319.3,1055234153,316553332.7
Sierra Leone,1995,219427206.8,1285810966,164998657.5,65999462.98,1178561806,65999462.98,1120812309,312120077.4
Sierra Leone,1996,227136740.9,1371845241,138557464.6,127674849.2,1274619892,127674849.2,1233287776,452283903.5
Sierra Leone,1997,160433490,1130939955,118533889.3,50065998.7,1150810523,50065998.7,1012406066,174388347.7
Sierra Leone,1998,147454490.9,883768665.7,81278453.83,50013048.77,910059688.8,50013048.77,802490211.9,173308987.5
Sierra Leone,1999,113243464.7,1044181947,103875686.6,31530044.6,906026848.3,31530044.6,940306260.4,254062611.7
Sierra Leone,2000,155617847.1,974262045.8,123357377.8,59172724.28,860650531.6,59172724.28,850904668,338057828.9
Sierra Leone,2001,85491701.93,1186014497,141986613.8,119758334.5,1090465425,111558955.8,1044027883,300799107.2
Sierra Leone,2002,107151558.5,1372356808,174513853.8,147757063.8,1253320298,136053536.6,1197842954,373945133.9
Sierra Leone,2003,192919873.8,1478895055,163891290.7,157209378.5,1385785480,149398060.7,1315003764,443238827.8
Sierra Leone,2004,238584254.5,1480732316,150118287.6,150998265.8,1448538418,143309861.3,1330614028,421776416.1
Sierra Leone,2005,290042523.2,1655913937,163170772.8,188128970.5,1650494367,179704370.4,1492743165,483591065.3
Sierra Leone,2006,317931330,1846509338,190376377.2,192843343.2,1885112223,183264762,1656132961,472171789.1
Sierra Leone,2007,336802797.9,2147684438,186633692,206981393.7,2158496849,196327043,1961050746,532971779.6
Sierra Leone,2008,338717839.3,2568606041,241868218.5,241894515.7,2505458740,229555586.1,2326737823,643759657.6
Sierra Leone,2009,331270750.3,2560495932,257981686.4,247673266.4,2453899847,236115286.7,2302514245,685540101.1
Sierra Leone,2010,432978613.7,2229943683,270022777.4,804074035.7,2578026280,791862915.7,1959920906,888970052.1
Sierra Leone,2011,478655058.7,3123407498,296410111.9,1236963050,2942546757,1222275458,2826997386,1896478849
Sierra Leone,2012,1251015314,3801362111,387827388.6,1044623653,3801862575,973206392.2,3413534722,2295138502
Sierra Leone,2013,1408534693,5729147789,428354739.4,677103965.8,4920343197,710954901,5300793050,2894443251
Sierra Leone,2014,1542664525,5415218026,358363373.2,686532848.6,5015180997,657475833.3,5056854653,2629234404
Sierra Leone,2015,816089072.5,4776959026,431836980.3,654555366.6,4248107974,656116759.6,4345122046,1999495492
Sierra Leone,2016,915541738.5,4330572280,457066690.6,619440561.7,3862721393,575296600.4,3873505589,2002833187
Sierra Leone,2017,857598178.8,4068963331,389245892.6,608756543.1,3739051196,589630780.6,3679717439,1796266857
Sierra Leone,2018,729769925.9,4420314426,377487676.9,553771617.5,4101325430,533553950,4042826749,1602530539
Singapore,1970,2420440215,1516846224,227294999.9,733204408.2,1919496147,616910904.4,1289551224,2785458083
Singapore,1971,2713703567,1779590596,283442989.2,910642960.8,2270330158,821909276.1,1496147607,3176416790
Singapore,1972,3150862223,2171057779,353742222.3,1206293334,2950257779,1099591112,1817315556,3610631112
Singapore,1973,5006090532,3061854832,457644362,1646152386,4227574234,1467546561,2604210470,5389183545
Singapore,1974,7870475750,3721869615,537657648,2343090855,5260730995,1974913140,3184211967,8661450500
Singapore,1975,7938683426,4084805804,606460591.5,2246531439,5789229539,2019778182,3478345213,8478682582
Singapore,1976,9076745106,4165706019,630230589.6,2404120054,6071574803,2123284576,3535475429,9498059031
Singapore,1977,10911002709,4557678119,709559728,2362220219,6702713784,2222267771,3848118391,11009264577
Singapore,1978,13340706462,5386132520,870658854.1,3052560989,8062400372,2792097713,4515473666,13641098938
Singapore,1979,17954450527,6202914771,945801255,4094118731,9719674880,3459369145,5257113515,18504309311
Singapore,1980,24405939023,7266971533,1165837047,5439545430,12078880699,4774266868,6101134486,25242522728
Singapore,1981,28471925633,8233809164,1348895367,6433073135,14363051878,6053320608,6884913797,28962248010
Singapore,1982,29431899172,8966156941,1702456748,7346362779,15873552885,7274821559,7263700193,29722830352
Singapore,1983,30054045115,9803506784,1929533140,8365301346,18001987657,8303021702,7873973644,29948841736
Singapore,1984,30609727707,10593491426,2076196430,9179622613,19550103531,9041278276,8517294997,30647935310
Singapore,1985,28271845106,10814535374,2487921278,7632343250,18555053067,7574892622,8326614096,28216167084
Singapore,1986,27932228560,11144812278,2380159976,6864740327,18762738721,6596257033,8764652303,27437284246
Singapore,1987,35471648240,12698628511,2490475550,7897403430,21606296346,6998393466,10208152961,34829667851
Singapore,1988,49043815297,14992161199,2617637924,8868752873,26515373244,8042287290,12374523274,46505236220
Singapore,1989,56363558674,17516192299,3060415073,10705556102,31392969307,9957398806,14455777226,52899709867
Singapore,1990,68912994704,21109073856,3698911284,13864076063,38899863911,12335276593,17410162572,65003273503
Singapore,1991,76629272669,23938467772,4200341524,15446673034,45473126682,15066944517,19738126248,70625915314
Singapore,1992,84309889705,27261147148,4593464159,18511919622,52157482248,18346538706,22667682989,77981337862
Singapore,1993,97966393134,31960263008,5451324403,22542150412,60644916395,20991949762,26508938605,91975766253
Singapore,1994,1.22E+11,37741019448,5939333298,24246581845,73775659012,24573729645,31801686150,1.11E+11
Singapore,1995,1.59E+11,43153858365,7156539377,29743081400,87891560102,29132657201,35997318988,1.45E+11
Singapore,1996,1.70E+11,47570466340,8585283287,33761079023,96400967111,36492205604,38985183053,1.54E+11
Singapore,1997,1.70E+11,48747181871,8760202653,38266282853,1.00E+11,38530021041,39986979218,1.56E+11
Singapore,1998,1.44E+11,41949050003,8229258057,27057095426,85707550881,32652214137,33719791946,1.25E+11
Singapore,1999,1.53E+11,43851917551,8202392588,28218125537,86285332762,29842119858,35649524963,1.38E+11
Singapore,2000,1.81E+11,50097063163,10284151442,33445432908,95835970989,30709469846,39812911721,1.70E+11
Singapore,2001,1.65E+11,51138611029,10521160503,24785813651,89285087395,27728903332,40617450526,1.50E+11
Singapore,2002,1.71E+11,53436905747,10992308859,23425708310,91941791944,24979052509,42444596888,1.55E+11
Singapore,2003,1.99E+11,55115726435,11208636672,17111746755,97002305536,24496675627,43907089763,1.72E+11
Singapore,2004,2.47E+11,59551303226,11999858007,26382707662,1.14E+11,28001719689,47551445219,2.17E+11
Singapore,2005,2.88E+11,62843100882,12975686397,27253285348,1.27E+11,29401810565,49867414485,2.50E+11
Singapore,2006,3.40E+11,70018670806,15220588235,33030775363,1.48E+11,34082235462,54798082571,2.96E+11
Singapore,2007,3.87E+11,81136198509,17118818571,41692011488,1.80E+11,44061858247,64017379938,3.31E+11
Singapore,2008,4.44E+11,94207993366,20277047271,58696020162,1.92E+11,54473696765,73930946094,4.04E+11
Singapore,2009,3.70E+11,91903436084,19794299593,53470411321,1.92E+11,56319265280,72109136491,3.25E+11
Singapore,2010,4.72E+11,1.08E+11,24083461169,66760354722,2.36E+11,61770652911,83988118884,4.11E+11
Singapore,2011,5.63E+11,1.26E+11,26677566813,74829070669,2.77E+11,70339797101,99236121684,4.87E+11
Singapore,2012,5.75E+11,1.34E+11,26671388878,87052469814,2.92E+11,77771745763,1.07E+11,5.05E+11
Singapore,2013,5.93E+11,1.43E+11,30493486774,92903780069,3.05E+11,84334052585,1.12E+11,5.22E+11
Singapore,2014,5.97E+11,1.47E+11,30949291662,94242689712,3.13E+11,88634229115,1.16E+11,5.23E+11
Singapore,2015,5.41E+11,1.44E+11,31761205972,81263724474,3.06E+11,84304038696,1.12E+11,4.58E+11
Singapore,2016,5.21E+11,1.47E+11,33543354910,85507372832,3.17E+11,83796029614,1.13E+11,4.38E+11
Singapore,2017,5.73E+11,1.53E+11,35814689429,95821424045,3.37E+11,88995202491,1.17E+11,4.90E+11
Singapore,2018,6.35E+11,1.62E+11,38616986179,97495727816,3.61E+11,88355663192,1.23E+11,5.40E+11
Sint Maarten (Dutch part),2005,898994413.4,693447119.6,109419542.5,64155955.87,707954816.8,64155955.87,584027577.1,945586592.2
Sint Maarten (Dutch part),2006,890335195.5,679596978.2,125716070.4,68199398.32,758246382.1,68199398.32,553880907.8,882569832.4
Sint Maarten (Dutch part),2007,961452514,753109266.5,124940045.3,80329726.26,807471497.2,80329726.26,628169221.2,995754189.9
Sint Maarten (Dutch part),2008,957541899.4,869864077.7,130372221.2,88147048.6,854732097.8,88147048.6,739491856.4,1064748603
Sint Maarten (Dutch part),2009,893854748.6,833515290.5,136192409.5,85451420.11,858997900,85451420.11,697322881,958994413.4
Sint Maarten (Dutch part),2010,932681564.2,814463512.3,139296510.1,79521037.43,896492058.7,79521037.43,675167002.2,931284916.2
Sint Maarten (Dutch part),2011,1029217877,799735986.6,149772849.2,77094972.07,936062988.8,77094972.07,649963137.4,970055865.9
Sint Maarten (Dutch part),2012,1116759777,761604152.5,174504804.5,134078212.3,985845058.7,134078212.3,587099348,1026871508
Sint Maarten (Dutch part),2013,1241284916,824770965.4,171915530.7,144692737.4,1022919497,144692737.4,652855434.6,1187581006
Sint Maarten (Dutch part),2014,1251843575,884748603.4,184277253.6,224972067,1057932961,224972067,700471349.7,1303631285
Sint Maarten (Dutch part),2015,1220502793,831396648,178985935.2,149329608.9,1066424581,149329608.9,652410712.8,1134804469
Sint Maarten (Dutch part),2016,1168882682,882067039.1,185823835.8,152960893.9,1072067039,152960893.9,696243203.4,1131843575
Sint Maarten (Dutch part),2017,959603681,957707003.9,202470148,184150107.3,1043000000,184150107.3,755236855.9,1058460792
Sint Maarten (Dutch part),2018,1030577946,823398276.5,174862236.9,150026526.3,980000000,150026526.3,648536039.7,1024002749
Slovakia,1990,4011862808,13734551858,4423844528,4944971862,16847017815,5211155376,9310707330,5619163048
Slovakia,1991,4905996744,9100657997,2911441946,3258167141,11798767085,3299125317,6189216052,5458348203
Slovakia,1992,8096613980,10440741194,3882412996,3268216006,12826613064,4175184799,6558328198,8939354929
Slovakia,1993,7244080622,11703487379,3882583072,3239354400,13810323038,4316297801,7820904307,8250508549
Slovakia,1994,8839535105,12441508932,3838895249,3188077005,15977663711,4428221820,8602613682,8475794455
Slovakia,1995,10808016572,15445729242,4767327783,4736601985,20042195026,5226173797,10678401460,10948152774
Slovakia,1996,10673619565,17139035816,5478462792,7379796063,21653525575,7150402599,11660573024,13538925869
Slovakia,1997,11749468897,16555244675,5038802137,7634534544,21916978438,7711704254,11516442538,14022269678
Slovakia,1998,10386761566,17478678236,5290927657,7859318985,22819560781,8434725364,12187750579,12905198004
Slovakia,1999,9648849774,15717275244,4387646746,6098003883,20818397518,6414069963,11329628497,10645731383
Slovakia,2000,11023856967,15605748121,4297760844,5606257173,20719405913,5427786383,11307987277,11516456348
Slovakia,2001,12229226924,16441931572,4473671906,6562018034,21410391168,6221119254,11968259667,13822785362
Slovakia,2002,14134780167,18942406374,5056172561,7464343048,24810702665,6889744602,13886233813,15730826924
Slovakia,2003,21182358471,25450813460,7038046941,8693792792,33981839626,8300242607,18412766519,21345125096
Slovakia,2004,29776113987,32261051707,8120692220,11535551366,43124835526,10306873053,24140359487,30447881534
Slovakia,2005,35452096539,36018040812,9062591736,14547244279,49033427536,12867512359,26955449076,36983954094
Slovakia,2006,46448996130,42123840986,10731301735,16278604351,57175135393,14650755987,31392539251,47676306073
Slovakia,2007,64250381782,54989285917,13209416347,21734208991,77056509956,19638735717,41779869570,63917366734
Slovakia,2008,77529729513,70964261083,16960406905,27485834771,96733211075,23986455249,54003854179,79246614293
Slovakia,2009,60579989253,70934926753,17802256318,18255992531,89040925541,18557934610,53132670435,60729982997
Slovakia,2010,69727530608,68933287830,17355654078,21530375055,90183986822,19099954197,51577633752,70007206671
Slovakia,2011,84162728633,73308315655,18152722086,24991023434,98997521242,23122814377,55155593569,83464546479
Slovakia,2012,85952964124,69686467808,16746865163,19519011813,94416582465,19243552784,52939602645,80741861280
Slovakia,2013,92420771967,72534537607,17753645341,20657521511,98723944144,20225794715,54780892266,86888886941
Slovakia,2014,92590193819,74294843333,18578565684,22001955330,1.01E+11,20697466934,55716277650,87715775381
Slovakia,2015,81400844579,64281167787,16473536705,21456004790,88457167724,21019050224,47807631082,78680849432
Slovakia,2016,84018029446,66334659070,16957128685,20662299973,89640741266,18864313424,49377530386,81374247223
Slovakia,2017,90804506128,71402805800,18055201703,21984989721,95477269640,20335379561,53347604097,88715032008
Slovakia,2018,1.02E+11,78984607791,19720102749,24825638352,1.06E+11,22621483598,59264505043,99667656123
Slovenia,1990,14735465717,12478586157,2972871802,3484492618,18183749831,3779351432,9505714355,12922813515
Slovenia,1991,9888301603,9506762132,2368270252,2500985226,13257627208,3026988212,7138491880,8908306186
Slovenia,1992,7386069526,9598890602,2503941533,2569899364,13100878725,2703167897,7094949069,6661415745
Slovenia,1993,6954633079,10246021888,2627465211,2860837761,13257517355,2765509437,7618556677,6918455743
Slovenia,1994,8058835499,11239316953,2857114901,3514938994,15049380906,3352810236,8382202052,7870123910
Slovenia,1995,9702567818,16394343595,3805842400,5437845883,21353570930,4938219539,12588501195,10181186367
Slovenia,1996,9920334818,16373852723,3810568278,5399174235,21504748638,5132619866,12563284446,10188612961
Slovenia,1997,9875786325,15560706120,3664723907,5439638215,20764110913,5227455032,11895982213,10112019746
Slovenia,1998,10517611541,16496521129,3905917195,6022260650,22144136762,5787033485,12590603933,10892256702
Slovenia,1999,10016990257,17081240455,4042413433,6613159679,22711102106,6287783620,13038827022,11000288285
Slovenia,2000,10173035563,15172771325,3745897782,5864635254,20291213416,5562898909,11426873543,10919228726
Slovenia,2001,10803075959,15525371015,3930631460,5568784402,20876867283,5501293359,11594739556,11020364094
Slovenia,2002,12289723437,17279521449,4381928806,5976678773,23488998770,5771892328,12897592643,12056924888
Slovenia,2003,15115289509,21857959637,5563682497,7871849379,29635734155,7418157245,16294277139,15209364253
Slovenia,2004,18947170487,25002358943,6478754725,9910734106,34415118608,8953276007,18523604218,19445144928
Slovenia,2005,21654275689,26131969397,6845597154,10304105493,36204340134,9627801906,19286372243,21886010569
Slovenia,2006,25609935386,27538931539,7364087067,11958731523,39478727277,10953588298,20174844472,25628871170
Slovenia,2007,32594207935,32778229697,8378626473,15863654411,48003909189,13753712477,24399603223,33232182854
Slovenia,2008,36840040924,38454473218,10088869540,18269525873,55554566583,16356912621,28365603678,38009473579
Slovenia,2009,28841171927,37845285269,10152450114,11811249884,50365022622,12153391403,27692835155,28132684597
Slovenia,2010,30955558525,36881979181,9834304144,10769646203,48161250935,10153155226,27047675037,30445932973
Slovenia,2011,36188777060,39715802250,10593278303,11173927708,51516367350,10274642276,29122523948,35562139668
Slovenia,2012,33953235710,36259153678,9481637632,8738152399,46580457470,8865060547,26777516046,32370084187
Slovenia,2013,35922181064,36658046752,9506539484,9480289256,48401896410,9503032257,27151507268,33658620795
Slovenia,2014,38023086765,36884915057,9430912597,9673583476,49930685013,9540544587,27454002460,34650900285
Slovenia,2015,33243498679,31384650743,8110924874,8257662283,43090173062,8038295529,23273725868,29795638643
Slovenia,2016,34815476885,32601364028,8531614272,8233705162,44651537260,7764514434,24069749756,30999008815
Slovenia,2017,40389136044,34520867205,8950065410,9737106152,48561672401,8895883189,25570801795,36085436886
Slovenia,2018,46133795784,38163584579,9912686989,11396525390,54034358544,10391068632,28250897589,41659547326
Solomon Islands,1970,7952001.273,32256005.16,6160000.986,4704000.753,32032005.13,4704000.753,26096004.18,11200001.79
Solomon Islands,1971,10321948.91,33574690.96,5784828.51,8166816.721,34595543.05,8166816.721,27789862.45,13044221.15
Solomon Islands,1972,10868267.06,34635136.79,6449301.333,8718499.951,37740355.95,8718499.951,28185835.46,14451212.25
Solomon Islands,1973,13634157.61,41207204.79,12763630.85,11767177.02,50560001.15,11767177.02,28443573.94,16048539.69
Solomon Islands,1974,26214555.85,54601978.94,16916731.34,15590002.64,72913709.99,15590002.64,37685247.6,23492826.01
Solomon Islands,1975,15447722.12,60590828.24,18770099.06,17302346.83,64801885.15,17302346.83,41820729.18,28539012.04
Solomon Islands,1976,24441411.9,57129994.09,17688852.27,16316448.66,72102165.1,16316448.66,39441141.82,25785689.55
Solomon Islands,1977,32822635.79,60127931.77,18642539.69,17160503.43,81502153.06,17160503.43,41485392.08,28608919.03
Solomon Islands,1978,35025133.78,75673631.76,23434677.17,21618406.51,98207728.04,21618406.51,52238954.59,35368517.44
