Country or Area,Year,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Construction (ISIC F),Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)"
Paraguay,1987,779048576.6,252525503.7,1566411252,1655866266,1656868649,5463435169,356558306.4,762567867.3
Paraguay,1988,1123295709,282493043.9,2155823152,2276240180,1850467726,7015907162,430865614.6,1052544889
Paraguay,1989,810111056.6,233434995.3,1585895896,1669857838,1214682044,4981465411,296167701.7,757211774.5
Paraguay,1990,918992530.8,273030453,1939547195,2035808243,1413044419,5973975607,364504869,968595092
Paraguay,1991,1042794482,324292091.4,2261201607,2387904051,1686835136,7072083539,441362103.5,1188895676
Paraguay,1992,992183414.2,354305935.9,2335390899,2476690249,1929469623,7449649602,460054392.5,1236945987
Paraguay,1993,1058822702,386828023.5,2419603709,2579894997,2053312206,7886488948,483620516.8,1324010502
Paraguay,1994,1171200522,448509945.7,2632915480,2836528518,2443603079,8965673307,550039437.6,1515791805
Paraguay,1995,1369408101,495419234.2,3115815423,3362069202,2857263213,10376536641,632114267.6,1660262623
Paraguay,1996,1473519775,549854725.1,3333382818,3623917036,3372857516,11426874658,707719176.5,1699006430
Paraguay,1997,1341567924,543354521.3,3232749379,3548330619,3757708573,11674028626,840799570.4,1642267419
Paraguay,1998,1141053174,445194655,2928979104,3227176619,3371311477,10462788062,768529191.3,1509522945
Paraguay,1999,1050774216,428232358.5,2823249472,3094865846,3156030678,9835948427,785250585,1320794744
Paraguay,2000,986152668.7,396751862.5,2639711948,2906236461,3099892512,9432719016,761032989.7,1282652522
Paraguay,2001,859914211.5,360487588.4,2418168051,2675905238,2783478719,8591420525,741525231.2,1170109537
Paraguay,2002,724973584,282964399.6,1893707633,3903709871,2118367100,8585322243,612359397.3,942947890.1
Paraguay,2003,918488303.4,337488774.3,1967998848,3701994466,1996346151,8635289690,609982672.4,1070989322
Paraguay,2004,1235968627,396025492.1,2333369969,4168954399,2244122321,10217103556,731730853.1,1440301864
Paraguay,2005,1294255505,420679556.4,2453979604,4552004384,2479578107,11168608522,887336824.9,1534754145
Paraguay,2006,1535743199,531441722.5,2994839146,5305558125,3106747028,13570091565,1085630200,2004971291
Paraguay,2007,2203888234,791716422.6,3710659857,6361786484,3949377582,17284587093,1493304718,2484513651
Paraguay,2008,3264425607,1256344802,5005643629,7794509238,5527384960,22981987906,1830141688,3309181611
Paraguay,2009,2184785615,1235345172,4425907667,7123370045,5472229399,20954607242,1694780819,3244096192
Paraguay,2010,3541074987,1521922601,5057331703,7911411565,6437064619,25321909399,1955344775,3955090853
Paraguay,2011,4640980458,1873182029,6209059276,9615606252,8183307765,31249720901,2377857670,4558786726
Paraguay,2012,3359558783,1894767313,6162498371,9588736203,9003640614,30853973775,2525464259,4481806604
Paraguay,2013,5058958181,2174568555,7052093262,10620480587,10391964721,35920762772,2749908344,4924882384
Paraguay,2014,4705631849,2456199472,7577932006,11114045732,10872179009,37245918504,2873710653,5224151789
Paraguay,2015,3417665907,2193089320,7030991082,10329645460,10262281283,33507950207,2646505456,4658762781
Paraguay,2016,3876313046,2288635512,6879144625,10161149025,10040110641,33464266564,2557444326,4540614015
Paraguay,2017,4010528542,2444300768,7586021897,10968278042,10770771085,36099435174,2710000855,5195555882
Paraguay,2018,4095611456,2509542975,7788569956,11402098908,11263938878,37353298935,2869685470,5212421248
Peru,1970,1096469535,160540594.3,789496795.9,1659304806,1194234961,5476919173,508476408.3,857892842.4
Peru,1971,1165903514,186264108.5,918702739,1722806667,1330205866,5983670905,577615788.1,1000874961
Peru,1972,1217926563,227810335.9,1002273023,1897474522,1519080155,6661243850,653467700.3,1145484548
Peru,1973,1426438295,277591808.8,1226458165,2498894005,1743906202,8147285220,805507183.5,1394947700
Peru,1974,1741093798,379375478,1611508992,3155754083,2057947959,10324923127,1107572377,1883179380
Peru,1975,2191865109,452375229.7,1818231529,3230554295,2520921581,12384242230,1447817921,2540708119
Peru,1976,1951055065,423886893.8,1880739068,3558233823,2363648449,12163562850,1397751882,2468986737
Peru,1977,1792570568,378350793.1,1624894685,3549698268,2122658963,11408846103,1418617302,2146950221
Peru,1978,1292884537,265680517.8,1528475595,3994541748,1730290698,10236863467,1071677744,1881788221
Peru,1979,1473925622,288426595.2,2013907301,6783098079,1953625914,14288200947,1294724994,2494399739
Peru,1980,1714370198,423976905.4,2304264343,9526650463,2887755192,19635168106,1780672558,3301742790
Peru,1981,2110657602,624919759.5,2556198145,9576908181,4150028590,22768432719,2189825691,4116092899
Peru,1982,1988892590,815707559.2,2591139470,8986059394,4473654366,22330501256,2027735263,4038452084
Peru,1983,1707728615,477565165.3,2015977517,7165674725,3528968741,17723858498,1449107256,3394813995
Peru,1984,1869094194,490010592.7,2296230056,7606044368,3534523177,18534091734,1598285734,3436133668
Peru,1985,1378347987,459634503.4,2417135437,6705742818,2888778056,15789943738,1441853500,2915586873
Peru,1986,2440526517,725147233.1,3588270607,5914034148,4903318907,20810482970,1893538919,4933917245
Peru,1987,3670738370,1240641415,5664502996,8368938022,8933382362,33371949526,3096945297,8061304061
Peru,1988,2580093295,1240372032,6318505030,8506788265,6908289897,28179598731,2484879305,6459175937
Peru,1989,2740355207,1208782553,6003058381,8744575243,9165143450,32206061916,2923006007,7424199457
Peru,1990,2134462551,1059687241,5378487372,7665005890,7485484875,26852355462,2440340361,6067374543
Peru,1991,2717597103,1206160677,5629800255,7766399978,10683578695,32284533034,2722184181,7188612397
Peru,1992,2820516785,1280393581,5877889532,8253806408,10743558262,33335691819,3080268952,7157147832
Peru,1993,2888149371,1548464094,5688223622,8147260737,9592203175,31997499408,2882008845,6939413185
Peru,1994,3777575509,2470498686,7245599800,10650045822,11571993764,40846591364,3643586810,8732890773
Peru,1995,4290088757,3435355030,8184319527,12094526627,13754289941,48061686391,4277218935,10210207101
Peru,1996,4700543478,3328532609,8461956522,12628940217,14480298913,49998097826,4390353261,10469429348
Peru,1997,4679512043,3699468251,8928495464,13366656240,15187488270,52575539568,4766969033,10875445730
Peru,1998,4649146758,3510580205,8248464164,12290102389,15047098976,50148464164,4546075085,10105460751
Peru,1999,4149162562,2772118227,7366699507,11587093596,14157931034,45620394089,4139113300,8814975369
Peru,2000,4175358166,2580515759,7872492837,12442693410,14887392550,47154154728,4334383954,8733810888
Peru,2001,4108549974,2509386436,8109880709,12603108217,15459246234,47595931752,4204933226,8710707666
Peru,2002,4122849424,2670553107,8492819565,13463671264,16795677520,50116024456,4234323902,8828949239
Peru,2003,4295857917,2859018067,9045651432,14699003900,18022594436,53551751389,4574428908,9100848161
Peru,2004,4630878874,3189991723,10933807965,18614047038,19540457199,60752232159,4972789265,9804068060
Peru,2005,5214752934,3580875902,12592534532,22557819070,21816885419,69269104250,5518165567,10580605359
Peru,2006,5854553974,4267214815,14604008959,28942290562,24059932189,81103348786,6209162549,11770194697
Peru,2007,6853482893,5216357886,16881792664,33312824489,27221159384,93729482669,7801039722,13324618294
Peru,2008,8636960753,6761025735,19655599851,37053649029,31949368676,1.11E+11,9438490407,16944282177
Peru,2009,8947675722,7132638407,18481768549,33414817049,34384762896,1.11E+11,9965770198,16964920679
Peru,2010,10073182603,9188266006,22950134950,43585328083,39890270342,1.35E+11,11727268705,20587761603
Peru,2011,12195272503,10039214262,25921353618,53918158382,44708253150,1.58E+11,12932355397,24389818816
Peru,2012,12956163169,12556555409,29214208673,55898831981,51714703671,1.76E+11,14646723891,28286087424
Peru,2013,13415009092,13861731930,29837162390,54255173339,55982847081,1.83E+11,15781492791,29861219544
Peru,2014,13661992599,14319960531,28029152115,49332096720,59261495008,1.83E+11,16190308346,29940358752
Peru,2015,13372841110,13206092756,26190482429,44366052948,57183066213,1.73E+11,16730732151,28624505945
Peru,2016,13308201596,12637102731,25605754967,46011901113,58349157463,1.76E+11,16977171681,28886583987
Peru,2017,14210754042,13858966264,27036746257,51855113268,64101131038,1.94E+11,18171203538,31658446362
Peru,2018,15193804846,14881932650,29056143615,53884517318,67391778183,2.03E+11,18768012342,32824776802
Philippines,1970,1906123050,324863178.4,1978814162,2233066733,1725626042,7325919648,260512628.3,875728016.1
Philippines,1971,2166774672,350712888,2276386112,2521024960,1819505034,8099230028,283682864.9,957529609.7
Philippines,1972,2278389635,424969165.9,2521544722,2794948120,1900896756,8777834125,330617991.8,1048012456
Philippines,1973,2973049751,516421785.5,3185822308,3607980145,2260951301,11063528955,415975296.6,1289150677
Philippines,1974,4130046590,853709693.9,4207104362,4861693958,2884721164,15151850833,565668785.8,1856010642
Philippines,1975,4360521017,1190399706,4543861588,5068755968,3143608565,16375605583,639654724.4,1972665603
Philippines,1976,4829080342,1668972778,5163078810,5749535540,3478978101,18800100461,781082024.8,2292451675
Philippines,1977,5445033272,2017567489,5937630039,6671301081,3914417467,21669446289,897245106.7,2723881873
Philippines,1978,6182231491,2164726436,7023475128,7889017795,4528001793,25057962585,1057914645,3236070425
Philippines,1979,7283085626,2893222341,8216953798,9492479591,5393038377,30461533512,1321014372,4078693205
Philippines,1980,7864591428,3592959396,9910990282,11541937999,6400998073,36139938527,1719476422,5019975209
Philippines,1981,8561963139,4282679171,10803961674,12515838853,6981055442,39670418668,1916498991,5412383072
Philippines,1982,8367760993,4481854796,11076177507,12890731383,7815595245,41491282338,1961458695,5973881226
Philippines,1983,7167757135,4314256029,9566607772,11413100548,7089776490,37290784570,1832653235,5473241133
Philippines,1984,7502134711,3480754017,9191220967,10894030215,5938858912,35143171050,1921308410,5406084784
Philippines,1985,7289061740,1861461040,9185855675,11195018777,6403123103,34356397014,1941868681,5665863673
Philippines,1986,6901855334,1742786905,8740482959,10773401493,6497950238,33355814254,1920297210,5519523074
Philippines,1987,7690915525,2151899916,9799430670,11643870320,7376885393,36959870970,2043111756,6053188060
Philippines,1988,8394821782,2421026284,11534910989,13664146219,8499493860,42143055848,2204924017,6958643684
Philippines,1989,9323036400,3143430417,12581525313,14788699357,9873989496,47328328158,2281431458,7917741030
Philippines,1990,9365907957,3184618538,13073642534,15240358772,10699660582,49186456024,2496636102,8199274073
Philippines,1991,9196023103,2689780476,13661481556,15970871831,11186739331,50528082268,3027548005,8457119522
Philippines,1992,11154935049,3177884826,15222012062,17853124810,13512982653,58942536728,3395716826,9847892563
Philippines,1993,11334379709,3486517189,15316838299,18002343535,14374006141,60528456497,3298046656,10033163266
Philippines,1994,13606955155,4312021676,17712977393,20923934945,17234659755,71150800296,3577035610,11496193155
Philippines,1995,15468209903,4946808303,20250348198,23814490159,20526745814,82125324675,3946179804,13422890691
Philippines,1996,16482825663,5805530333,22452739546,26365796179,23758270022,91758369154,4396153728,14949793228
Philippines,1997,14995890878,6318938321,21784129676,25723843819,25019979231,91036526039,4602766900,14375106890
Philippines,1998,10657625478,4591568595,16936791687,20240543845,20992713142,72169519113,3897083719,11789984334
Philippines,1999,12624496938,4419940938,19476728991,23014845502,23952974563,82950935167,4578559205,14360118022
Philippines,2000,11316702435,4614650283,19824910983,23303668619,22633207664,80985446293,4960944255,14156273037
Philippines,2001,10068316496,3992239974,18811440588,22317626522,21224310740,76223386957,5166933223,13453960002
Philippines,2002,10694941642,4132923630,20089195022,24003600612,22526964750,81316907288,5750958057,14207518598
Philippines,2003,10659939926,4217340426,20677154875,24782098756,23384426726,83867086936,6199571686,14623709415
Philippines,2004,12157339025,4566550305,21881884430,26273627520,25217868825,91329386358,7047829994,16066170688
Philippines,2005,13053814994,4884767438,24792277881,29988643527,28516748113,1.03E+11,8051172950,18530884555
Philippines,2006,15116416395,6006365132,28867635283,34925365558,34376092139,1.22E+11,9293047816,22441743184
Philippines,2007,18665117857,7921074349,33970775749,41446933769,42162134950,1.49E+11,11149622641,27954781144
Philippines,2008,23069469882,9462349520,39728331825,47809145874,48975243596,1.74E+11,12383021606,32430629172
Philippines,2009,22019320264,9656648141,35788625248,43722567230,49870908409,1.68E+11,11767969497,31229942349
Philippines,2010,24578281839,12219768790,42801892612,52864413436,59047568856,2.00E+11,12994926268,37885974489
Philippines,2011,28513578023,12056329400,47277075163,58301043739,67891116566,2.24E+11,14481868024,42898956876
Philippines,2012,29595166435,14991308051,51408485433,63264609577,77611391956,2.50E+11,16099798481,48529849679
Philippines,2013,30588279560,17039287141,55491810716,67665940305,86060063836,2.72E+11,17149048588,53333601444
Philippines,2014,32246260716,18084850434,58647032222,71207438651,90006947688,2.85E+11,17679420136,55359898195
Philippines,2015,30039138398,19878098070,58660550937,70701086084,95197228560,2.93E+11,18813135435,58145155472
Philippines,2016,29438627604,21777741109,59958918641,72096862497,1.01E+11,3.05E+11,19145538327,61304778701
Philippines,2017,30306703272,22093717824,61014818971,73475350770,1.05E+11,3.14E+11,19097281375,63633132657
Philippines,2018,30722856553,25589050378,63050822649,76282213093,1.11E+11,3.31E+11,19568792617,67427095011
Poland,1970,3839945750,3113252000,8668715500,11470944750,5472651500,28047043750,1501569000,2648680750
Poland,1971,4253009847,3446860532,9597362160,12699780311,6059079454,31053672953,1662486473,2932456336
Poland,1972,4702017393,3810665218,10610988318,14040999732,6699598915,34334014412,1838217120,3242516033
Poland,1973,5563606867,4511026569,12561426571,16622034930,7930962689,40642250758,2176031344,3838588359
Poland,1974,6237459640,5062792773,14097066872,18653982235,8898775906,45601475616,2441639760,4306825303
Poland,1975,6650760241,5389795783,15006839759,19858062651,9472580120,48554803313,2599057530,4584546988
Poland,1976,7426357831,6007510843,16724811446,22131200904,10560258434,54133497590,2897649699,5110519880
Poland,1977,8220199398,6661087349,18553868976,24550825301,11719754217,60040121386,3215503313,5672751807
Poland,1978,9288149091,7548507576,21021683939,27818124242,13271631818,67991788182,3640992424,6424383030
Poland,1979,10367533434,8460174096,23550122892,31161891566,14851411446,76102734337,4075487048,7186236747
Poland,1980,8087395251,6503028873,18101899585,23954990275,11423274934,58631559442,3134148737,5528721372
Poland,1981,7682372514,6159112849,17136927814,22675521040,10837236303,55570991056,2974462050,5242286301
Poland,1982,9150203539,7478926524,20885368164,27632051715,13218352435,67508846536,3624969181,6404343141
Poland,1983,10543947788,8695861278,24193885527,32026479847,15234483342,78055816712,4177803058,7377241398
Poland,1984,10496254945,8742649417,24282866920,32120531261,15228813935,78127024727,4184661074,7354114094
Poland,1985,10664249941,7984000362,22222945642,29422669514,14071594518,72817961647,3857043099,6818404214
Poland,1986,10590773590,8366841403,23227529038,30717651048,14845156791,75764401951,4082002776,7161976344
Poland,1987,7990481643,7238616619,20584216423,27217216565,13079181915,65484055417,3572164100,6386394575
Poland,1988,9339417731,8054920758,22007005007,29208931283,13506498588,70336087602,3703636934,6522682308
Poland,1989,10975552286,9608567812,26466938229,34881963423,16266916745,83993747736,4515317282,7745430188
Poland,1990,4693531609,7070515909,21653822199,28616838895,16133730662,68993712562,4315875549,8163219937
Poland,1991,4784218613,9813359646,23867772578,32055253983,22461907708,85836949384,6232268337,10489941097
Poland,1992,5136419818,8065080081,22759146464,29377607459,25870298718,87685237962,7440151175,11795680710
Poland,1993,5133163039,6894502825,21752623023,28974503859,23158937379,85373548285,7483817698,13728623484
Poland,1994,5263031583,7781985501,19204201613,27113644289,26939362142,94799344358,9055143663,18646177180
Poland,1995,6854677625,9897195993,26186393833,35934566102,35685927219,1.23E+11,10355432662,23777316214
Poland,1996,7229449543,11445246944,27844411393,38138590060,41315662972,1.38E+11,11568496632,28057642783
Poland,1997,6366115377,11994344191,28159599931,37724745785,43240244779,1.39E+11,11655607671,27984693687
Poland,1998,6377804579,14342489702,30614896589,40036364570,48935931073,1.54E+11,12747181665,31461785077
Poland,1999,5393615845,13309845479,28408719582,37471834146,48438101998,1.48E+11,12939531336,30289319491
Poland,2000,5318131878,12539820413,27704998188,36833987439,52447506459,1.52E+11,13445734021,31512718690
Poland,2001,6136446909,13664720682,27829209311,38531533300,59595994419,1.69E+11,15834569216,35640469102
Poland,2002,5352652348,13027589644,28546825598,39992461170,62098590754,1.75E+11,17537096322,36876618154
Poland,2003,5614702725,13108515521,33861008080,46762019246,68323187390,1.92E+11,19299704943,38509414192
Poland,2004,8332965002,16318711738,42237325052,57583005443,76314474035,2.26E+11,23086460538,44013879617
Poland,2005,8871317526,20523672403,49367276399,67718784932,91780414055,2.69E+11,26978349448,53128692776
Poland,2006,9202882010,23341702942,56763136482,76733435559,1.03E+11,3.02E+11,30484425813,59693054657
Poland,2007,12899438212,29543163713,70852074640,94757853285,1.27E+11,3.74E+11,36863021370,73042143102
Poland,2008,13537039663,38545323736,86990443051,1.17E+11,1.62E+11,4.66E+11,45862148878,90000933904
Poland,2009,10929311436,33424764367,72346074030,97657424743,1.34E+11,3.91E+11,37920714070,77501929667
Poland,2010,12298942062,40284880443,74568036348,1.04E+11,1.45E+11,4.26E+11,38738102345,86209332405
Poland,2011,14975794684,40998056299,84125145365,1.17E+11,1.57E+11,4.65E+11,43401487233,91427916760
Poland,2012,13331013217,37300612869,81744079225,1.14E+11,1.49E+11,4.45E+11,43071458731,89571401154
Poland,2013,15066047238,38432689823,83368224555,1.16E+11,1.59E+11,4.69E+11,46051772597,94825165975
Poland,2014,14245809613,38506703298,91445931131,1.23E+11,1.68E+11,4.84E+11,49332998719,91845355242
Poland,2015,10513330680,32224698236,84148826104,1.11E+11,1.45E+11,4.22E+11,44589202812,79506035283
Poland,2016,11237746600,30808439047,85219493843,1.11E+11,1.44E+11,4.19E+11,44243871715,77578445007
Poland,2017,14489063327,32140853766,89117040042,1.17E+11,1.60E+11,4.62E+11,50763450344,87147115893
Poland,2018,12337346507,39390409916,98049773192,1.28E+11,1.78E+11,5.13E+11,58438692588,96621643447
Portugal,1970,2055784886,306510995.2,1410839342,1584896322,1525846346,6983004336,547694460.1,962271340.9
Portugal,1971,2239126015,426632295.9,1592358318,1783770787,1718139044,7936761231,615123775,1153969308
Portugal,1972,2569008820,537515755.2,2001846322,2226380288,2152905645,9599334293,734692845.8,1378830939
Portugal,1973,3531663917,719538475.2,2743419987,3017021322,2795170709,12920642941,968424820.6,1888823705
Portugal,1974,3919413258,919617313.5,3386933584,3688273847,3227740448,14928612999,1170293050,2003275075
Portugal,1975,4352041107,962543199.8,3432462477,3765062254,3692263101,16416859529,1390122083,2254827784
Portugal,1976,4234132613,871087743.6,3607451968,4018279686,3826135180,16783719492,1395240005,2438844265
Portugal,1977,4085534936,1362155545,3415288302,3789853565,5654114570,20505486862,1376110198,4237718038
Portugal,1978,4487130373,1502710737,3836890535,4279952704,6616849746,23035890409,1489561723,4659685126
Portugal,1979,4931936822,1453444701,4631280842,5120327886,6827891456,25442714705,1689687645,5419426195
Portugal,1980,5442155973,1929933431,5809544194,6440753238,8616409096,31108576909,2082305152,6597020023
Portugal,1981,4585514059,1996847887,5530461703,5889122096,8966271710,30154277492,2291302902,6425218844
Portugal,1982,4298934763,2044851952,5094528119,5599482835,8764407314,29366231275,2301861787,6356692625
Portugal,1983,3470771636,1719691053,4632167098,5230798615,7767471400,26140825300,2259389321,5692703276
Portugal,1984,3358989622,1239295459,4561135647,5267787150,6983081213,24143263674,2199582616,5094527615
Portugal,1985,3461293938,1278665183,4903737446,5711621665,7578007815,26042062126,2402119777,5610353746
Portugal,1986,4609036776,1786207276,6675507409,7704176166,10438572608,34856254597,2986227211,7332034561
Portugal,1987,5873591319,2374677324,7903941117,9222704441,13632270922,43692090399,3623907178,8964939217
Portugal,1988,5493704411,3248299574,9599459829,11185900894,15714741274,49216456791,3899675198,9674135439
Portugal,1989,5214146856,3210505956,10659818799,12405790166,18519123508,53636988366,4040481541,10246940340
Portugal,1990,6076375926,4145218950,13388596374,15885869229,25679128816,70669328009,5103972823,13778762263
Portugal,1991,6267591109,4545280539,14277014662,17092191297,30134345244,79989544091,6041262761,15908873142
Portugal,1992,6146604215,5502192348,17002493983,20203922551,36450157619,94188814647,6802587049,19083350867
Portugal,1993,5240842725,5008070589,14499695008,17380730557,34273570987,85072277179,6035489212,17133573109
Portugal,1994,5108002404,5324868147,15688325165,18712404593,35370714195,88382005886,6347348260,17518668287
Portugal,1995,5670293891,6779636571,18826630205,22531376809,42030922583,1.04E+11,7520684338,19555553965
Portugal,1996,5629898471,7095779113,20328082856,24102047415,43210498435,1.08E+11,7872003229,19810945419
Portugal,1997,4483209480,7270015649,19342576899,22823058724,41393833572,1.03E+11,7626834554,19377308254
Portugal,1998,4390035838,7858372763,19829957228,23546768770,44103767408,1.08E+11,8046270150,20424191800
Portugal,1999,4191183339,8114737549,19916301690,23573130219,46205517479,1.11E+11,8500363462,20455032039
Portugal,2000,3679162460,7925916155,17804964218,21014724054,43824632835,1.04E+11,8009757071,19214109073
Portugal,2001,3597245662,8256373545,17833282924,21077915186,45583428336,1.07E+11,8326419450,19733212231
Portugal,2002,3653090124,8921394881,19043873945,22602680654,51097050340,1.17E+11,9253065341,21851970806
Portugal,2003,4370624910,10335722193,22216521372,26970672124,64598706408,1.44E+11,11432572672,26455724713
Portugal,2004,4919158394,11752406673,24675201927,30284940369,74798963203,1.65E+11,13160774307,30406056881
Portugal,2005,4541922847,11861754465,24778595235,30300875491,79472153410,1.71E+11,13574696563,31225211411
Portugal,2006,4699391680,12146075819,25744332923,31961797633,84011304151,1.80E+11,14568326592,32709379459
Portugal,2007,4799140477,14085255684,29406571658,36720544730,97927145814,2.08E+11,17266506304,37466056697
Portugal,2008,5152043780,15422851948,31224521209,38061469939,1.10E+11,2.29E+11,18728597661,40900836870
Portugal,2009,4753421635,13569542411,27130071750,34819840538,1.05E+11,2.16E+11,18033830310,39679567244
Portugal,2010,4607948164,12217737468,27597196624,35239727025,1.02E+11,2.09E+11,17418713900,37832701119
Portugal,2011,4489620370,11766563124,27767497213,35589382119,1.04E+11,2.14E+11,17883139013,40545085135
Portugal,2012,4160625237,9210610221,24638195618,32119726996,90400131611,1.89E+11,15867826714,37391838950
Portugal,2013,4743533752,8984921333,26135737935,33726238240,95476578834,1.99E+11,16495700112,39471681042
Portugal,2014,4766671737,8355735932,27072721074,35122386166,96021218818,2.01E+11,16360704691,39890290438
Portugal,2015,4184483447,7088530444,24194133179,31706687579,81789573594,1.74E+11,14427696672,34391181499
Portugal,2016,4261479317,7215904336,25070734863,32654977763,84566471630,1.79E+11,14879400793,35610961349
Portugal,2017,4639370137,7754473889,27321113317,34563099432,90728028972,1.92E+11,16263268660,37693415471
Portugal,2018,4941485670,8674171103,29279153618,37456497159,98371634130,2.08E+11,17413563962,41357574896
Puerto Rico,1970,202289862,454845117,1280619684,1482308238,1773784843,4919754752,189261542,817265150
Puerto Rico,1971,245106522,566303699,1344785405,1561067640,1936348481,5440122805,225200300,906096163
Puerto Rico,1972,260339130,568693166,1610919848,1868653693,2233414370,6185549795,222933183,1031516253
Puerto Rico,1973,252030435,566303699,1893183651,2181328374,2528519529,6936914901,263741291,1144991573
Puerto Rico,1974,396047826,592587837,2218795109,2544553793,2714047054,7716766771,308327928,1161202333
Puerto Rico,1975,375276087,540019561,2390169561,2772244685,3097771109,8369097525,328731982,1255054101
Puerto Rico,1976,396047826,461167147,2998044823,3378993618,3162451600,9189896217,374074324,1417161701
Puerto Rico,1977,366967391,378730533,3325672451,3711126561,3403592343,9894961904,439065015,1595480060
Puerto Rico,1978,455593478,396651536,3935563883,4336564042,3782550178,11207308606,478361712,1757587660
Puerto Rico,1979,480519565,418156740,4477913619,4946716061,4180318896,12505457144,539573874,1940172009
Puerto Rico,1980,526217391,427714608,5348899069,5896099416,4630325125,14153731012,606075976,2067298495
Puerto Rico,1981,508215217,508956489,5839836469,6402360310,5016788028,15318095147,650662613,2231112491
Puerto Rico,1982,537295652,436077743,6173512608,6880651645,5431988128,16294379398,694493544,2313872686
Puerto Rico,1983,541450000,345277994,6457792581,7157951090,5911571404,17025292390,746637237,2322404665
Puerto Rico,1984,477750000,376341066,7430594616,8153724812,6391742274,18830771856,816162162,2615051543
Puerto Rico,1985,494367391,385898934,7972944352,8686841362,6803354494,20031649349,819184985,2842002182
Puerto Rico,1986,516523913,377535799,8618118759,9394199961,7398112179,21644937376,928006607,3030558916
Puerto Rico,1987,569145652,477893417,9559670160,10426316330,8154077756,23981810370,974860360,3379516855
Puerto Rico,1988,552528261,628429843,10597997721,11504537614,9066026832,26605462356,1116933033,3737006772
Puerto Rico,1989,613458696,757461066,11223010428,12159516088,9732371536,28380312644,1137337087,3980168172
Puerto Rico,1990,600995652,823171411,12224038844,13252235800,10291849793,30470819539,1194770721,4307796163
Puerto Rico,1991,621767391,882908088,12763364325,13844276180,11231721551,32289009565,1312660811,4395675546
Puerto Rico,1992,581608696,913971160,14297669712,15475000733,11914472264,34809810128,1367827327,4556929947
Puerto Rico,1993,564991304,1004770909,15552735550,16806879485,12740291898,37413760109,1453222072,4843604439
Puerto Rico,1994,510984783,1065702320,16883407765,18157380507,13599686040,40045796754,1534838288,5177204816
Puerto Rico,1995,440360870,1157696803,18011454892,19312014416,14939409249,42986662699,1625522973,5511658390
Puerto Rico,1996,520678261,1237743950,18615297814,20054854443,16095743541,45446378426,1750970120,5786388111
Puerto Rico,1997,645308696,1453990721,19458056883,20933433479,17600107787,48691554116,1869615916,6189097517
Puerto Rico,1998,605150000,1719221567,23179906744,24733681245,18826122301,54594588041,1989773123,6720639804
Puerto Rico,1999,465286957,1937857806,23499469692,24999861629,20010867363,56966589682,2067610811,7485105117
Puerto Rico,2000,732550000,2179193981,24273678981,26041928171,22456073534,61179344065,2046451051,7723147329
Puerto Rico,2001,481904348,2086004765,29271764466,31066155326,24911460730,68635591797,2379717267,7710349360
Puerto Rico,2002,382200000,1905600000,31495600000,33365900000,25223800000,71331300000,2516500000,7937300000
Puerto Rico,2003,421400000,2058500000,32652300000,34609400000,27744200000,75690800000,2599300000,8258000000
Puerto Rico,2004,503300000,2182200000,34322400000,36327000000,29402600000,79905500000,2747400000,8743000000
Puerto Rico,2005,499300000,2100000000,35580800000,37534800000,31676600000,83773800000,2892700000,9070400000
Puerto Rico,2006,515600000,2052900000,36709500000,38844600000,33113800000,87054700000,3035800000,9492000000
Puerto Rico,2007,430200000,1965400000,37636600000,39912400000,35299400000,89988400000,3434800000,8946200000
Puerto Rico,2008,518700000,1975100000,40233900000,42408300000,36432400000,93951800000,3341600000,9275700000
Puerto Rico,2009,567100000,1730600000,43872200000,45885200000,35417800000,95905600000,3320800000,8984100000
Puerto Rico,2010,822000000,1484400000,46577300000,48592900000,34957500000,98675500000,3587000000,9231700000
Puerto Rico,2011,795000000,1303900000,46760000000,48655900000,36054000000,99792900000,3508000000,9476100000
Puerto Rico,2012,816400000,1335000000,46971400000,49080200000,36868200000,1.01E+11,3411200000,9476800000
Puerto Rico,2013,846700000,1216100000,47580900000,49254800000,37861600000,1.02E+11,3267800000,9598100000
Puerto Rico,2014,867100000,1130200000,47876200000,50025000000,36758500000,1.02E+11,3558200000,9871700000
Puerto Rico,2015,854900000,1007300000,49519600000,51650400000,36007600000,1.03E+11,3725600000,9758800000
Puerto Rico,2016,840600000,863900000,50543700000,52505900000,36420200000,1.05E+11,4048100000,9975800000
Puerto Rico,2017,847300000,805600000,50423700000,52607600000,36369400000,1.05E+11,3959800000,10133900000
Puerto Rico,2018,792100000,863100000,47834800000,49841700000,36197100000,1.02E+11,3853100000,10062400000
Qatar,1970,3870860.368,47051704.32,16793873.02,372941141.3,81476652.11,542224709,9265123.158,27619227.81
Qatar,1971,5114890.657,63286858.24,22515026.67,490109054.9,109201610.8,717787602.1,12396889.87,37678297.69
Qatar,1972,7421409.813,88974855.33,31139271.31,716355966.6,155385384.8,1036538045,17596380.96,50804046.9
Qatar,1973,10783127.03,130529401.2,47645735.38,1042626762,224932638.4,1512185036,25729349.88,77583758.07
